2020-02-11/21:44:00		Error while creating table: no such column: F 
2021-08-18/13:28:43		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:43		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:43		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:44		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:44		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:44		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:44		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:45		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:45		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:45		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:46		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:46		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:46		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:47		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:47		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:47		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:48		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:48		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:48		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:49		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:49		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:50		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:50		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:51		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:51		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:51		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:52		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:52		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:52		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:53		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:53		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:53		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:54		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:54		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:54		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:55		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:55		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:55		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:56		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:56		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:56		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:56		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:57		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:57		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:57		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:58		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:58		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:59		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:59		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:59		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:28:59		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:00		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:00		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:01		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:01		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:01		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:02		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:02		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:02		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:02		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:03		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:03		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:03		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:03		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:04		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:04		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:04		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:05		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:05		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:05		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:05		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:06		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:06		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:06		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:06		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:07		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:07		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:07		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:08		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:08		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:08		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:08		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:09		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:09		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:09		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:09		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:10		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:10		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:10		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:11		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:11		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:11		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:12		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:12		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:12		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:12		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:13		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:13		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:13		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:13		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:14		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:14		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:14		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:14		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:15		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:15		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:15		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:16		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2021-08-18/13:29:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:26		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:26		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:27		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:27		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:27		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:28		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:28		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:29		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:29		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:29		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:30		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:30		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:31		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:32		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:33		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:34		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:35		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:36		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:37		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:38		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:39		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:40		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:41		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:42		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:43		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:44		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:45		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:46		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:47		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:48		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:49		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:50		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:50		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:51		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:52		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:52		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:52		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:53		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:53		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:53		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:53		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:54		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:54		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:55		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:55		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:55		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:56		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:56		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:57		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:58		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:58		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:58		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:58		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:59		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:59		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:59		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:29:59		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:00		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:00		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:00		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:00		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:01		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:01		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:01		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:02		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:02		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:02		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:02		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:03		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:03		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:03		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:04		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:04		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:04		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:04		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:05		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:05		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:05		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:05		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:06		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:06		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:06		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:06		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:07		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:07		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:07		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:08		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:08		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:08		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:09		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:09		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:10		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:10		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:10		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:10		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:11		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:11		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:11		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:12		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:12		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:12		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:13		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:13		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:13		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:14		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:30:14		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2021-08-18/13:37:55		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:55		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:56		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:56		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:56		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:57		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:58		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:37:59		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:00		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:01		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:02		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2021-08-18/13:38:03		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
